Temperature ( K ),vapor pressure ( kPa ),Uncertainty,Phase,Quality,Source,Set Label,,,,,,,,,,
329.62505,100.1251,5.006255,Liquid-Gas,Experimental - Rejected,NIST,Authors: Landolt, H. Title: The influence of the atomic combination of liquid compounds containing carbon, hydrogen and oxygen on the transmission of light Citation: Ann. Phys. (Leipzig),1864,122,545,,,,,
329.62505,101.32,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schreinemakers, F. A. H. Title: Vapor pressures in the system: water, acetone and phenol. I. Citation: Z. Phys. Chem. (Leipzig),1902,39,485,,,,,
329.635105,101.325,1.01325,Liquid-Gas,Experimental - Rejected,NIST,Authors: Aleykutty, T. K.;Srinivasan, D.;Subba Rao, M. G. Title: Experimemtal determination and prediction of vapour-liquid equilibrium data for the system ethanol + toluene Citation: Indian J. Technol.,1975,13,345,,,,
329.635105,101.325,0.506625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Motina, G. L.;Tentser, N. Z.;Aerov, M. E. Title: Liquid-vapor equilibrium in the system phenol-acetone and phenol-acetone-water. Citation: Zh. Prikl. Khim. (Leningrad),1968,41, 1048-55,,,,
329.635105,101,0.505,Liquid-Gas,Experimental - Rejected,NIST,Authors: Zacharias, A.;Srinivasan, D.;Rau, M. G. S. Title: Isobaric vapor-liquid equilibria for the systems acetone + n-heptane and n- hexane + trichloroethylene. Citation: Indian J. Technol.,1976,14,162,,,,
329.685032,101.33,0.455985,Liquid-Gas,Experimental - Rejected,NIST,Authors: Ebersole, M. R. Title: Minimum Boiling-Points and Vapor Composition II. Citation: J. Phys. Chem.,1901,5,239,,,,,,
329.72502,101.325,2.533125,Liquid-Gas,Experimental - Rejected,NIST,Authors: Brunjes, A. S.;Bogart, M. J. P. Title: Vapor-liquid equilibria for commercially important systems of organic solvents: the binary systems ethanol - n-butanol; acetone - water, and isopropanol - water Citation: Ind. Eng. Chem.,1943,35,255,,,,
329.935015,103.325,1.0706053,Liquid-Gas,Experimental,NIST,Authors: Campbell, R. H.;Kartzmark, E. M. Title: Thermodynamic and Other Properties of Methanol + Acetone, Carbon Disulphide + Acetone, Carbon Disulphide + Methanol, and Carbon Disulphide + Methanol + Acetone Citation: J. Chem. Thermodyn.,1973,5,163,,
329.95,101.325,0.0506625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Hiak, T.;Kurihara, K.;Kojima, K. Title: Vapor-Liquid Equilibria for Acetone + Chloroform + Methanol and Constituent Binary Systems at 101.3 kPa Citation: J. Chem. Eng. Data,1994,39, 714-719,,,,
330.1249,101.325,2.533125,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beggerow, G.;Harteck, P. Title: On the Measurement of Adsorption Coefficient and Heat of Adsorption of Hydrocarbons Citation: Z. Phys. Chem. (Leipzig),1944,193,265,,,,,
330.1249,101.325,5.06625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Nef, J. V. Citation: Justus Liebigs Ann. Chem.,1901,318,137,,,,,,
330.174885,101.325,5.06625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Holmes, J.;Sageman, P. J. Title: CCXIII. Contributions to the Theory of Solutions. Citation: J. Chem. Soc.,1909,95,1919,,,,,
330.22487,101,0.505,Liquid-Gas,Experimental - Rejected,NIST,Authors: Bingham, E. C.;Brown, D. F. Title: The Mixture Law Citation: J. Rheol.,1932,3, 95-112,,,,,
330.62475,97.8586,14.67879,Liquid-Gas,Experimental - Rejected,NIST,Authors: Whitmore, F. C.;Church, J. M. Citation: J. Am. Chem. Soc.,1933,55,1119,,,,,
330.82469,101.325,5.06625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Prytz, K. Title: Experimental investigations of the refractive index Citation: Ann. Phys. (Leipzig),1880,11, 104-20,,,,,,
330.92466,101.325,1.01325,Liquid-Gas,Experimental - Rejected,NIST,Authors: Murphy, N. F.;Lastovica, J. E.;Fallis, J. G. Title: Correlation of Interfacial Tension of Two-Phase Three-Component Systems Citation: Ind. Eng. Chem.,1957,49, 1035-1042,,,,
331.1246,100.7917,5.039585,Liquid-Gas,Experimental - Rejected,NIST,Authors: Hill, C. M.;Prigmore, R. M.;Moore, G. J. Citation: J. Am. Chem. Soc.,1955,77,352,,,,
331.1246,101.325,15.19875,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schaad, R. E.;Ipatieff, V. N. Title: Catalytic Hydration of Acetylene and Some Alkylacetylenes Citation: J. Am. Chem. Soc.,1940,62,178,,,,,
332,110.78,0.75,Liquid-Gas,Experimental,NIST,Authors: Vercher, E.;Orchilles, V.;Miguel, P. J.;Gonzalez-Alfaro, V.;Martinez-Andreu, A. Title: Isobaric vapor liquid equilibria for acetone + methanol + lithium nitrate at 100 kPa Citation: Fluid Phase Equilib.,2006,250, 131-137,,
333.124,115.457,0.4,Liquid-Gas,Experimental,NIST,Authors: Amer, H. H.;Paxton, R. R.;Van Winkle, M. Title: Methanol-Ethanol-Acetone Vapor-Liquid Equilibria Citation: Ind. Eng. Chem.,1956,48, 142-146,,,,
333.13437,115.736615,0.351173518,Liquid-Gas,Experimental,NIST,Authors: Olson, J. D. Title: Ebulliometric determination of PTx data and Ge for acetone + methyl acetate from 20 to 60 C Citation: J. Chem. Eng. Data,1981,26,58,,,,,,
333.704,113.73731,0.369303,Liquid-Gas,Experimental - Rejected,NIST,Authors: Felsing, W. A.;Durban, S. A. Title: The vapor pressures, densities, and some derived quantities for acetone Citation: J. Am. Chem. Soc.,1926,48,2885,,,
334.486,120.803,0.06832,Liquid-Gas,Experimental,NIST,Authors: Zmaczynski, A. L. Title: Ebullioscopic Research and Pressure Comparisons of 8 Standard Organic Substances Citation: J. Chim. Phys. Phys.-Chim. Biol.,1930,27,401,,,,,,
337.9834,139.1720873,0.4908396,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kozempel, M. F.;Kelly, C. M. Title: Vapor-liquid equilibria of acetone, isopropenyl acetate, and acetic anhydride Citation: J. Chem. Eng. Data,1975,20, 367-70,,,
338.924,136.6261,0.426632,Liquid-Gas,Experimental - Rejected,NIST,Authors: Felsing, W. A.;Durban, S. A. Title: The vapor pressures, densities, and some derived quantities for acetone Citation: J. Am. Chem. Soc.,1926,48,2885,,,
339.13317,137.9,0.8,Liquid-Gas,Experimental - Rejected,NIST,Authors: Gillespie, P. C.;Cunningham, J. R.;Wilson, G. M. Title: Total pressure vapor-liquid equilibrium measurements for the vinyl chloride/acetone, vinyl chloride/n-hexane systems and liquid-liquid equilibrium measurements for the vinyl chloride/water system Citation: AIChE Symp. Ser.,1985,81, 57-64,,,
343.02,159.8,1,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wang, K.;Fu, J.;Liu, H.;Hu, Y. Title: Isothermal Vapor-Liquid Equilibria for Dichlorodifluoromethane-Diethylether and Diethylether-Acetone Binary Systems By Static Total-Vapor-Pressure Method Citation: Huagong Xuebao,1992,43, 652-657,,,
345.1238,169.319,0.5333,Liquid-Gas,Experimental,NIST,Authors: Amer, H. H.;Paxton, R. R.;Van Winkle, M. Title: Methanol-Ethanol-Acetone Vapor-Liquid Equilibria Citation: Ind. Eng. Chem.,1956,48, 142-146,,,,
345.131455,169.03,0.61,Liquid-Gas,Experimental,NIST,Authors: Muthu, O.;Munjal, S.;Smith, B. D. Title: Total-Pressure Vapor-Liquid Equilibrium Data for Binary Systems of Acetone with Isopropylbenzene and Isopropenylbenzene Citation: J. Chem. Eng. Data,1983,28, 192-6,,,,
347.0728724,180.024,0.112,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D.;Sprake, C. H. S.;Townsend, R. Title: Thermodynamic Properties of Organic Oxygen Compounds XXXIII. The Vapor Pressure of Acetone Citation: J. Chem. Thermodyn.,1974,6,693,,,,
347.9806,194.5856632,0.5633803,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kozempel, M. F.;Kelly, C. M. Title: Vapor-liquid equilibria of acetone, isopropenyl acetate, and acetic anhydride Citation: J. Chem. Eng. Data,1975,20, 367-70,,,
348.130555,182.4,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Tugarev, I. A.;Avdus, Z. I.;Nozdrev, V. F. Title: Experiments of p-v-t parameters in liquid phase of acetone and benzene mixtures according to the boundary curve Citation: Zh. Fiz. Khim.,1975,49, 1256-8,,,,
348.15,182.055,1.844,Liquid-Gas,Experimental - Rejected,NIST,Authors: Giles, N. F.;Wilson, L. C.;Wilson, G. M.;Wilding, W. V. Citation: J. Chem. Eng. Data,1997,42,1067,,,
350.72324,206.153,0.688786,Liquid-Gas,Experimental - Rejected,NIST,Authors: Othmer, D. F.;Chudgar, M. M.;Levy, S. L. Title: Composition of vapors from boiling binary solutions: binary and ternary systems of acetone, methyl ethyl ketone, and water Citation: Ind. Eng. Chem.,1952,44, 1872-1881,,
353.129055,210.7,5.4,Liquid-Gas,Experimental - Rejected,NIST,Authors: Leu, A. D.;Chen, C. J.;Robinson, D. B. Title: Vapor-liquid equilibrium in selected binary systems Citation: AIChE Symp. Ser.,1989,85, 11-16,,,,
353.15,215.16,1.4,Liquid-Gas,Experimental,NIST,Authors: Kato, R.;Gmehling, J. Title: Measurement and correlation of vapor liquid equilibria of binary systems containing the ionic liquids [EMIM][(CF3SO2)2N], [BMIM][(CF3SO2)2N], [MMIM][(CH3)2PO4] and oxygenated organic compounds respectively water Citation: Fluid Phase Equilib.,2005,231, 38-43,,,
353.27,216.2,4.4,Liquid-Gas,Experimental,NIST,Authors: Lee, M. J.;Hu, C. -H. Title: Isothermal vapor-liquid equilibria for mixtures of ethanol, acetone, and diisopropyl ether Citation: Fluid Phase Equilib.,1995,109, 83-98,,,
360.900999988,275.79,6.88786,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
361.09,270.151,2.706,Liquid-Gas,Experimental,NIST,Authors: Swietoslawski, W. Citation: Bull. Soc. Chim. Fr.,1931,49,1563,,,,,,
363.123,273.61,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schulze, A. Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1919,93,372,,,,,
363.123,273.6055,13.680275,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schulze, A. Title: Vapor tensions of acetone + chloroform mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1919,93, 368-75,,,,,
363.12637,291.82,20.27,Liquid-Gas,Experimental,NIST,Authors: Voronkov, A. P.;Mislavskaya, V. S.;Mushii, R. Ya.;Khodeeva, S. M. Title: Phase equilibria in acetone + acetylene system Citation: Russ. J. Phys. Chem.,1975,49,1848,,,
364.52,296.8,2.1,Liquid-Gas,Experimental,NIST,Authors: Pasanen, M.;Zaytseva, A.;Uusi-Kyyny, P.;Pokki, J. -P.;Pakkanen, M.;Aittamaa, J. Title: Vapor Liquid Equilibrium for Six Binary Systems of C4-Hydrocarbons + 2-Propanone Citation: J. Chem. Eng. Data,2006,51, 554-561,
366.456333276,324.05,13.7895,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
366.5003377,312.9609,0,Liquid-Gas,Experimental,NIST,Authors: Zmaczynski, A. L. Title: Comparative ebullioscopic and tonometric study of 8 common organic substances Citation: J. Chim. Phys. Phys.-Chim. Biol.,1930,27,503,,,,,,
368.92358,337.154,0.688786,Liquid-Gas,Experimental - Rejected,NIST,Authors: Othmer, D. F.;Chudgar, M. M.;Levy, S. L. Title: Composition of vapors from boiling binary solutions: binary and ternary systems of acetone, methyl ethyl ketone, and water Citation: Ind. Eng. Chem.,1952,44, 1872-1881,,
372.012888852,372.32,13.7895,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
373.07438,364.8,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Tugarev, I. A.;Avdus, Z. I.;Nozdrev, V. F. Title: Experiments of p-v-t parameters in liquid phase of acetone and benzene mixtures according to the boundary curve Citation: Zh. Fiz. Khim.,1975,49, 1256-8,,,,
377.003594,410.7,0.21,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D.;Sprake, C. H. S.;Townsend, R. Title: Thermodynamic Properties of Organic Oxygen Compounds XXXIII. The Vapor Pressure of Acetone Citation: J. Chem. Thermodyn.,1974,6,693,,,,
377.568888704,427.47,13.7895,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
380.522889995,442.364,88.793,Liquid-Gas,Experimental,NIST,Authors: Campbell, A. N.;Chatterjee, R. M. Title: Orthobaric Data of Certain Pure Liquids in the Neighborhood of the Critical Point Citation: Can. J. Chem.,1968,46, 575-581,,,,,
383.125999809,489.53,13.7895,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
386.641666,521,1.9,Liquid-Gas,Experimental,NIST,Authors: Maher, P. J.;Smith, B. D. Title: Vapor-Liquid Equilibrium Data for Binary Systems of Aniline with Acetone, Acetonitrile, Chlorobenzene, Methanol, and 1-Pentene Citation: J. Chem. Eng. Data,1980,25,61,
387.881418,516.8,10.1021,Liquid-Gas,Experimental - Rejected,NIST,Authors: Ismagilov, R. G.;Ermakov, G. V. Title: Speed of sound in some overheated organic liquids Citation: Teplofiz. Vys. Temp.,1982,20, 677-682,,,,,
388.682555217,558.48,20.6843,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
394.238332532,627.42,20.6843,Liquid-Gas,Experimental,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
398.11937,668.7,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Tugarev, I. A.;Avdus, Z. I.;Nozdrev, V. F. Title: Experiments of p-v-t parameters in liquid phase of acetone and benzene mixtures according to the boundary curve Citation: Zh. Fiz. Khim.,1975,49, 1256-8,,,,
405.352441319,806.69,27.579,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
406.26774,780.2,10.1021,Liquid-Gas,Experimental - Rejected,NIST,Authors: Ismagilov, R. G.;Ermakov, G. V. Title: Speed of sound in some overheated organic liquids Citation: Teplofiz. Vys. Temp.,1982,20, 677-682,,,,,
408.517289825,862.196,173.052,Liquid-Gas,Experimental,NIST,Authors: Campbell, A. N.;Chatterjee, R. M. Title: Orthobaric Data of Certain Pure Liquids in the Neighborhood of the Critical Point Citation: Can. J. Chem.,1968,46, 575-581,,,,,
410.909549429,910.11,27.579,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
416.465654241,1020.42,34.4738,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
423.11437,1134.8,0,Liquid-Gas,Experimental,NIST,Authors: Tugarev, I. A.;Avdus, Z. I.;Nozdrev, V. F. Title: Experiments of p-v-t parameters in liquid phase of acetone and benzene mixtures according to the boundary curve Citation: Zh. Fiz. Khim.,1975,49, 1256-8,,,,
425.103972,1175.4,10.1021,Liquid-Gas,Experimental,NIST,Authors: Ismagilov, R. G.;Ermakov, G. V. Title: Speed of sound in some overheated organic liquids Citation: Teplofiz. Vys. Temp.,1982,20, 677-682,,,,,
428.53616,1269.325,2.0684272,Liquid-Gas,Experimental,NIST,Authors: Othmer, D. F.;Chudgar, M. M.;Levy, S. L. Title: Composition of vapors from boiling binary solutions: binary and ternary systems of acetone, methyl ethyl ketone, and water Citation: Ind. Eng. Chem.,1952,44, 1872-1881,,
433.012691268,1402.685,281.577,Liquid-Gas,Experimental,NIST,Authors: Campbell, A. N.;Chatterjee, R. M. Title: Orthobaric Data of Certain Pure Liquids in the Neighborhood of the Critical Point Citation: Can. J. Chem.,1968,46, 575-581,,,,,
444.252045877,1696.11,55.227,Liquid-Gas,Experimental,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
450.721,2006.2,20.265,Liquid-Gas,Experimental - Rejected,NIST,Authors: Ismagilov, R. G.;Ermakov, G. V. Title: Speed of sound in some overheated organic liquids Citation: Teplofiz. Vys. Temp.,1982,20, 677-682,,,,,
470.570050341,2662.8,5.4,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D.;Sprake, C. H. S.;Townsend, R. Title: Thermodynamic Properties of Organic Oxygen Compounds XXXIII. The Vapor Pressure of Acetone Citation: J. Chem. Thermodyn.,1974,6,693,,,,
471.409546653,2734.575,548.888,Liquid-Gas,Experimental,NIST,Authors: Campbell, A. N.;Chatterjee, R. M. Title: Orthobaric Data of Certain Pure Liquids in the Neighborhood of the Critical Point Citation: Can. J. Chem.,1968,46, 575-581,,,,,
477.573030996,2964.75,96.5266,Liquid-Gas,Experimental,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
477.91,3029.6,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Tugarev, I. A.;Avdus, Z. I.;Nozdrev, V. F. Title: Experiments of p-v-t parameters in liquid phase of acetone and benzene mixtures according to the boundary curve Citation: Zh. Fiz. Khim.,1975,49, 1256-8,,,,
496.899016399,4070.732,817.133,Liquid-Gas,Experimental,NIST,Authors: Campbell, A. N.;Chatterjee, R. M. Title: Orthobaric Data of Certain Pure Liquids in the Neighborhood of the Critical Point Citation: Can. J. Chem.,1968,46, 575-581,,,,,
501.11,4225.3,0,Liquid-Gas,Experimental,NIST,Authors: Tugarev, I. A.;Avdus, Z. I.;Nozdrev, V. F. Title: Experiments of p-v-t parameters in liquid phase of acetone and benzene mixtures according to the boundary curve Citation: Zh. Fiz. Khim.,1975,49, 1256-8,,,,
507.675199543,4663,9.5,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D.;Sprake, C. H. S.;Townsend, R. Title: Thermodynamic Properties of Organic Oxygen Compounds XXXIII. The Vapor Pressure of Acetone Citation: J. Chem. Thermodyn.,1974,6,693,,,,
508.0654593,4700,10,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D.;Broderick, B. E.;Townsend, R. Title: The Critical Temperatures and Pressures of Thirty Organic Compounds Citation: J. Appl. Chem. Biotechnol.,1974,24,359,,,,
508.0654593,4758.222,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Campbell, A. N.;Chatterjee, R. M. Title: The critical constants and orthobaric densities of acetone, chloroform benzene, and carbon tetrachloride Citation: Can. J. Chem.,1969,47, 3893-8,,,
508.0654593,4739.9835,28.37,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kuenen, J. P.;Robson, W. G. Title: The thermal properties of carbon dioxide and of ethane. Citation: Philos. Mag.,1902,3, 622-30,,,,,
508.0654593,5289.165,405.3,Liquid-Gas,Experimental - Rejected,NIST,Authors: Sajotschewsky, W. Title: Vapor Pressures of Saturated Vapors at High Temperatures. Citation: Beibl. Ann. Phys.,1879,3, 741-3,,,,,,
508.61,4762,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Tugarev, I. A.;Avdus, Z. I.;Nozdrev, V. F. Title: Experiments of p-v-t parameters in liquid phase of acetone and benzene mixtures according to the boundary curve Citation: Zh. Fiz. Khim.,1975,49, 1256-8,,,,
