Temperature ( K ),vapor pressure ( kPa ),Uncertainty,Phase,Quality,Source,Set Label,,,,,,,,,,,,,,
329.18524,35,4,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
330,40,1.6,Liquid-Gas,Experimental,NIST,Authors: Garcia-Abarrio, S. M.;Haya, L.;Pardo, J. I.;Urieta, J. S.;Mainar, A. M. Title: Isobaric VLE of the mixture {(+-)-linalool + ethanol}: A case study for the distillation of absolute and volatile oils Citation: J. Chem. Thermodyn.,2013,64, 182-186,,,,,,
330,40,0.7,Liquid-Gas,Experimental - Rejected,NIST,Authors: Ngema, P. T.;Matkowska, D.;Naidoo, P.;Hofman, T.;Ramjugernath, D. Title: Vapor Liquid Equilibrium Data for Binary Systems of 1-Methyl-4-(1-methylethenyl)-cyclohexene + {Ethanol, Propan-1-ol, Propan-2-ol, Butan-1-ol, Pentan-1-ol, or Hexan-1-ol} at 40 kPa Citation: J. Chem. Eng. Data,2012,57, 2053-2058,
330.32484,40.9033,0.5333,Liquid-Gas,Experimental - Rejected,NIST,Authors: Smyth, C. P.;Engel, E. W. Title: Molecular Orientation and The Partial Vapor Pressures of Binary Mixtures I. Systems Composed of Normal Liquids Citation: J. Am. Chem. Soc.,1929,51, 2646-60,,,,,,,,,
330.42481,42.779282,0.181852,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
330.56,41.763,0.207,Liquid-Gas,Experimental,NIST,Authors: Zhao, J.;Jiang, K.-C.;Li, C.-X.;Wang, Z.-H. Title: Vapor pressure measurement for binary and ternary systems containing a phosphoric ionic liquid Citation: Fluid Phase Equilib.,2006,247, 190-198,,,,,,,
330.594759,42.032543,0.0413299,Liquid-Gas,Experimental,NIST,Authors: Dreisbach, R. R.;Shrader, S. A. Title: Vapor Pressure-Temperature Data on some Organic Compounds Citation: Ind. Eng. Chem.,1949,41, 2879-80,,,,,,,,,
331.58468,40,4,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
332.35,45.16,0.21,Liquid-Gas,Experimental,NIST,Authors: Aucejo, A.;Loras, S.;Munoz, R.;Ordonez, L. M. Title: Isobaric vapor-liquid equilibrium for binary mixtures of 2-methylpentane + ethanol and + 2-methyl-2-propanol Citation: Fluid Phase Equilib.,1999,156, 173-83,,,,,,,
333.124,47.063,0.2666,Liquid-Gas,Experimental,NIST,Authors: Amer, H. H.;Paxton, R. R.;Van Winkle, M. Title: Methanol-Ethanol-Acetone Vapor-Liquid Equilibria Citation: Ind. Eng. Chem.,1956,48, 142-146,,,,,,,,
333.124,47.59609,0.47596,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schmidt, G. C. Title: The vapor pressure of binary mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1921,99,71,,,,,,,,,
333.124,45.86,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Toropov, A. P.;Nikonovich, G. V. Title: An apparatus for the determination of saturated vapor pressures of small amounts of liquid by the dynamic method Citation: Zh. Fiz. Khim.,1955,29, 615-9,,,,,,,,,
333.13437,46.8361,0.0799934,Liquid-Gas,Experimental,NIST,Authors: Wolff, H.;Goetz, R. Title: Vapor-Pressure-Isotope Effect in Variously Deuterated Ethanols and Ethyl Iodides Citation: Z. Phys. Chem. (Munich),1976,102,1,,,,,,,,,
333.13437,47.196,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Held, S. Citation: Thesis, Technical University Leuna-Merseburg, GDR (1976),,,,,,,,,,,
333.15,46.99,0.33,Liquid-Gas,Experimental,NIST,Authors: Kammerer, K.;Schnabel, S.;Silkenbaumer, D.;Lichtenthaler, R. N. Title: Vapor-Liquid Equilibria of Binary Mixtures Containing an Alcohol and a Branched Ether. Experimental Results and Modeling. Citation: Fluid Phase Equilib.,1999,162, 289-301,,,,,,,
333.16,46.935,0.05,Liquid-Gas,Experimental,NIST,Authors: Antosik, M.;Galka, M.;Malanowski, S. K. Title: Vapor-Liquid Equilibrium in a Ternary System Cyclohexane + Ethanol + Water Citation: J. Chem. Eng. Data,2004,49,07/10/26,,,,,,,,
333.2,50,6,Liquid-Gas,Experimental - Rejected,NIST,Authors: Machida, H.;Matsumura, K.;Horizoe, H. Title: High pressure vapor-liquid equilibria measurements and modeling of butane/ethanol system and isobutane/ethanol system Citation: Fluid Phase Equilib.,2014,375, 176-180,,,,,,,,
333.7,47.921,0.54,Liquid-Gas,Experimental,NIST,Authors: Diogo, H. P.;Santos, R. C.;Nunes, P. M.;Minas da Piedade, M. E. Title: Ebulliometric apparatus for the measurement of enthalpies of vaporization Citation: Thermochim. Acta,1995,249, 113-20,,,,,,,
334.124,47.062796,0.466628,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Liesche, O. Title: Ebullioscopic constants for solvent solutions at various pressures: I benzene, chloroform, and ethanol Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1914,88,23,,,,,,
334.124,49.345408,0.20798,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
334.28414,45,4,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
334.57,50,0.25,Liquid-Gas,Experimental,NIST,Authors: Mejia, A.;Segura, H.;Cartes, M.;Perez-Correa, J. R. Title: Vapor Liquid Equilibrium, Densities, and Interfacial Tensions of the System Ethanol + Tetrahydro-2H-pyran Citation: J. Chem. Eng. Data,2012,57, 561-567,,,,,
335.03399,50.663,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Manczinger, J.;Radnai, G.;Tettamanti, K. Title: Vapor-liquid equilibrium of the ethanol - dioxane system a novel apparatus for measuring vapor-liquid equilibriums under pressure Citation: Period. Polytech., Chem. Eng.,1969,13, 189-205,,,,,,,
335.624,53.329,0.53329,Liquid-Gas,Experimental - Rejected,NIST,Authors: Nielsen, R. L.;Weber, J. H. Title: Vapor-Liquid Equilibria at Subatmospheric Pressures. Binary and Ternary Systems Containing Ethyl Alcohol, Benzene, and n-Heptane Citation: J. Chem. Eng. Data,1959,4,145,,,,,,,
335.724,53.329,0.53329,Liquid-Gas,Experimental - Rejected,NIST,Authors: Nielsen, R. L.;Weber, J. H. Title: Vapor-Liquid Equilibria at Subatmospheric Pressures. Binary and Ternary Systems Containing Ethyl Alcohol, Benzene, and n-Heptane Citation: J. Chem. Eng. Data,1959,4,145,,,,,,,
335.902,54.001039,1.958687,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wollaston, W. H. Title: New Experimental Researches on Som of the Leading Doctrines of the Caloric; Particularily on the Relation Between the Elasticity, Temperature and Latent Heat of Different Vapors; and on the Thermo- m Citation: Philos. Trans. R. Soc. London,1818,108,338,,,,,,,,,
336.28374,50,4,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
336.81,55.13,0.11,Liquid-Gas,Experimental,NIST,Authors: Orchilles, A. V.;Miguel, P. J.;Vercher, E.;Martinez-Andreu, A. Title: Using 1-Ethyl-3-methylimidazolium Trifluoromethanesulfonate as an Entrainer for the Extractive Distillation of Ethanol + Water Mixtures Citation: J. Chem. Eng. Data,2010,55, 1669-1674,,,,,,,
336.863624,55.202,0,Liquid-Gas,Experimental,NIST,Authors: Olivares Fuentes, A., Suarez Cansino, J.;Trejo Redriquez, A. Title: The Vapor Pressure of Pure Organic Compounds by Dynamic Ebulliometry, Citation: Rev. Mex. Fis.,1983,30, 63-82,,,,,,
336.863624,55.202,0.04662,Liquid-Gas,Experimental,NIST,Authors: Olivares, A.;Suarez, J.;Trejo Rodriguez, A. Title: The vapour pressure of pure organic compounds by dynamic ebulliometry. Citation: Rev. Mex. Fis.,1983,30,63,,,,,,,,
337.12,55.96,0.21,Liquid-Gas,Experimental,NIST,Authors: Ortega, J.;Gonzalez, C.;Pena, J.;Galvan, S. Title: Thermodynamic study on binary mixtures of propyl ehtanoate and an alkan-1-ol (C2-C4). Isobaric vapor-liquid equilibria and excess properties Citation: Fluid Phase Equilib.,2000,170, 87-111,,,,,,,
337.2,56.18,0.21,Liquid-Gas,Experimental,NIST,Authors: Pokki, J. -P.;Laakkonen, M.;Uusi-Kyyny, P.;Aittamaa, J. Title: Vapour?liquid equilibrium for the cis-2-butene + methanol,+ ethanol, + 2-propanol, + 2-butanol and + 2-methyl-2-propanol systems at 337 K Citation: Fluid Phase Equilib.,2003,212, 129-141,,,,
337.524000004,57.288755,0.299842,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schmidt, G. C. Title: Vapor Pressures of Homologous Compounds homologous series of fatty alcohols Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1891,8, 628-46,,,,,,,,,
338.05,61.325,6.278,Liquid-Gas,Experimental - Rejected,NIST,Authors: Dong, H.;Wu, C.;Yang, X.;Qiu, H. Title: Measurement and correlation of saturated vapor pressure of 2,4,6,8,10-pentamethylcyclopentasiloxane by means of an inclined ebulliometer Citation: Thermochim. Acta,2009,483, 66-69,,,
338.08338,55,4,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
338.1,58.27,0.14,Liquid-Gas,Experimental,NIST,Authors: Connemann, M.;Gaube, J.;Karrer, L.;Pfennig, A.;Reuter, U. Title: Measurement and representation of ternary vapor-liquid-liquid equilibria Citation: Fluid Phase Equilib.,1990,60, 99-118,,,,,,
338.113374,58.02,0.22,Liquid-Gas,Experimental - Rejected,NIST,Authors: Jin, Z.;Edwin, J. K.;Ho-Mu, L.;Robert, A. G.;Kwang-Chu, C. Title: Measurement of Vapor-Liquid Equilibrium Data by Total Pressure Method Citation: Beijing Huagong Daxue Xuebao, Ziran Kexueban,1984, , 10-25,,,,,
338.124,58.36053,0.64528,Liquid-Gas,Experimental,NIST,Authors: Scatchard, G.;Satkiewicz, F. G. Title: Vapor-liquid equilibrium. XII. The system ethanol-cyclohexane from 5 to 65 degrees Citation: J. Am. Chem. Soc.,1964,86, 130-3,,,,,,,,,
338.13337,59.39,1.212,Liquid-Gas,Experimental - Rejected,NIST,Authors: Findlay, T. J. V. Title: Title Citation: Int. DATA Ser., Sel. Data Mixtures, Ser. A,1976,1, 78-81,,,,,,,,
338.15,58.013,0.125,Liquid-Gas,Experimental - Rejected,NIST,Authors: Rarey, J.;Horstman, S.;Gmehling, J. Title: Vapor-Liquid Equilibria and Vapor Pressure Data for the Systems Ethyl tert-Butyl Ether + Ethanol and Ethyl tert-Butyl Ether + Water Citation: J. Chem. Eng. Data,1999,44, 532-538,,,,,,,,
338.55,60,0.79,Liquid-Gas,Experimental - Rejected,NIST,Authors: Lei, Y.;Li, H.;Zhu, L.;Han, S. Title: Isobaric vapor-liquid equilibria of the binary mixtures 2-methyl-3-buten-2-ol + ethanol and 2-methyl-3-buten-2-ol + 1-butanol Citation: Fluid Phase Equilib.,2003,206, 87-94,,,,,,,
338.6798333,60.94144,2.13004,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wollaston, W. H. Title: New Experimental Researches on Som of the Leading Doctrines of the Caloric; Particularily on the Relation Between the Elasticity, Temperature and Latent Heat of Different Vapors; and on the Thermo- m Citation: Philos. Trans. R. Soc. London,1818,108,338,,,,,,,,,
339.124,60.8417,0.2567,Liquid-Gas,Experimental,NIST,Authors: Ramsay, W.;Young, S. Title: A method for obtaining constant temperature Citation: J. Chem. Soc.,1885,47,640,,,,,,,,,
339.824000006,63.221734,0.32944,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schmidt, G. C. Title: Vapor Pressures of Homologous Compounds homologous series of fatty alcohols Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1891,8, 628-46,,,,,,,,,
339.983,60,4,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
341.124,67.861086,0.666612,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Liesche, O. Title: Ebullioscopic constants for solvent solutions at various pressures: I benzene, chloroform, and ethanol Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1914,88,23,,,,,,
341.23,66.66,2.36643,Liquid-Gas,Experimental,NIST,Authors: Matsuda, H.;Yamada, H.;Takahashi, R.;Koda, A.;Kurihara, K.;Tochigi, K.;Ochi, K. Title: Ebulliometric Determination and Prediction of Vapor Liquid Equilibria for Binary Mixtures of Ethanol and Ethyl Hexanoate Citation: J. Chem. Eng. Data,2011,56, 5045-5051,,,,
341.4575,68.728779,2.400611,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wollaston, W. H. Title: New Experimental Researches on Som of the Leading Doctrines of the Caloric; Particularily on the Relation Between the Elasticity, Temperature and Latent Heat of Different Vapors; and on the Thermo- m Citation: Philos. Trans. R. Soc. London,1818,108,338,,,,,,,,,
341.65,71.325,6.672,Liquid-Gas,Experimental - Rejected,NIST,Authors: Dong, H.;Wu, C.;Yang, X.;Qiu, H. Title: Measurement and correlation of saturated vapor pressure of 2,4,6,8,10-pentamethylcyclopentasiloxane by means of an inclined ebulliometer Citation: Thermochim. Acta,2009,483, 66-69,,,
341.782459999,65,5,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
341.834,67.531779,0.0666612,Liquid-Gas,Experimental - Rejected,NIST,Authors: Dreisbach, R. R.;Shrader, S. A. Title: Vapor Pressure-Temperature Data on some Organic Compounds Citation: Ind. Eng. Chem.,1949,41, 2879-80,,,,,,,,,
342.21,70,0.84,Liquid-Gas,Experimental - Rejected,NIST,Authors: Lei, Y.;Li, H.;Zhu, L.;Han, S. Title: Isobaric vapor-liquid equilibria of the binary mixtures 2-methyl-3-buten-2-ol + ethanol and 2-methyl-3-buten-2-ol + 1-butanol Citation: Fluid Phase Equilib.,2003,206, 87-94,,,,,,,
342.43,70.01,0.14,Liquid-Gas,Experimental,NIST,Authors: Mejia, A.;Segura, H.;Cartes, M. Title: Isobaric Vapor Liquid Equilibrium and Isothermal Interfacial Tensions for the System Ethanol + 2,5-Dimethylfuran Citation: J. Chem. Eng. Data,2013,58, 3226-3232,,,,,,,
342.53,70.35,0.12,Liquid-Gas,Experimental,NIST,Authors: Orchilles, A. V.;Miguel, P. J.;Vercher, E.;Martinez-Andreu, A. Title: Using 1-Ethyl-3-methylimidazolium Trifluoromethanesulfonate as an Entrainer for the Extractive Distillation of Ethanol + Water Mixtures Citation: J. Chem. Eng. Data,2010,55, 1669-1674,,,,,,,
343.1,72.063,0.783,Liquid-Gas,Experimental,NIST,Authors: Diogo, H. P.;Santos, R. C.;Nunes, P. M.;Minas da Piedade, M. E. Title: Ebulliometric apparatus for the measurement of enthalpies of vaporization Citation: Thermochim. Acta,1995,249, 113-20,,,,,,,
343.124,72.340717,0.36,Liquid-Gas,Experimental,NIST,Authors: Price, T. W. Title: XX. Osmotic Pressure of Alcoholic Solutions. Part I. Vapour Pressures and Densities Citation: J. Chem. Soc.,1915,107, 188-98,,,,,,,,,,
343.124,73.06,0.733,Liquid-Gas,Experimental - Rejected,NIST,Authors: Udovenko, V. V.;Frid, Ts. B. Title: About Heats of Vaporization of binary Mixtures. Citation: Zh. Fiz. Khim.,1948,22, 1126-34,,,,,,,,,
343.124,73.06,0.73,Liquid-Gas,Experimental - Rejected,NIST,Authors: Udovenko, V. V.;Frid, Ts. B. Title: Evaporation heat in binary mixtures: II Citation: Zh. Fiz. Khim.,1948,22, 1135-45,,,,,,,,,
343.132055,71.781,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wallstab, G. Citation: Thesis, Technical University Leuna-Merseburg, GDR (1977),,,,,,,,,,,
343.152049,72.345,0.033,Liquid-Gas,Experimental,NIST,Authors: Berro, C.;Rogalski, M.;Peneloux, A. Title: A new ebulliometric technique. vapor-liquid equilibria in the binary systems ethanol + n-heptane and ethanol + n-nonane. Citation: Fluid Phase Equilib.,1982,8,55,,,,,,,,
343.223990009,72.700954,0.376769,Liquid-Gas,Experimental,NIST,Authors: Schmidt, G. C. Title: Vapor Pressures of Homologous Compounds homologous series of fatty alcohols Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1891,8, 628-46,,,,,,,,,
343.282009999,70,5,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
344.235222167,76.515779,2.633594,Liquid-Gas,Experimental,NIST,Authors: Wollaston, W. H. Title: New Experimental Researches on Som of the Leading Doctrines of the Caloric; Particularily on the Relation Between the Elasticity, Temperature and Latent Heat of Different Vapors; and on the Thermo- m Citation: Philos. Trans. R. Soc. London,1818,108,338,,,,,,,,,
344.75,81.325,7.067,Liquid-Gas,Experimental - Rejected,NIST,Authors: Dong, H.;Wu, C.;Yang, X.;Qiu, H. Title: Measurement and correlation of saturated vapor pressure of 2,4,6,8,10-pentamethylcyclopentasiloxane by means of an inclined ebulliometer Citation: Thermochim. Acta,2009,483, 66-69,,,
344.77,77.303,0.141,Liquid-Gas,Experimental,NIST,Authors: Figurski, G.;Malanowski, S. K. Title: Vapor-liquid equilibrium studies of the ethanol+ethyl acetate system Citation: Fluid Phase Equilib.,1998,148, 161-169,,,,,,,,,
345.42377,79.607319,0.2057164,Liquid-Gas,Experimental,NIST,Authors: Merriman, R. W. Title: The vapor pressures of the lower alcohols and their azeotropic mixtures with water: part I ethyl alcohol Citation: J. Chem. Soc.,1913,103, 628-37,,,,,,,,,,
345.58,79.99,0.36,Liquid-Gas,Experimental,NIST,Authors: Uno, S.;Kikkawa, S.;Matsuda, H.;Kurihara, K.;Tochigi, K.;Ochi, K. Title: Measurement of Vapor-Liquid Equilibria for Binary Systems Using a Hold-Up Compensable Ebulliometer Citation: J. Chem. Eng. Jpn.,2007,40, 288-294,,,,,
345.65,80,3.47,Liquid-Gas,Experimental,NIST,Authors: Gomes, C. S. M.;Oliveira, H. N. M. d.;Chiavone-Filho, O.;Foletto, E. L. Title: Vapor liquid equilibria for ethyl acetate + methanoland ethyl acetate + ethanol mixtures: Experimentalverification and prediction Citation: Chem. Eng. Res. Des.,2014,92, 2861-2866,,,,,,,
346.92362,85.723883,0.353571,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
347.55,91.325,7.461,Liquid-Gas,Experimental - Rejected,NIST,Authors: Dong, H.;Wu, C.;Yang, X.;Qiu, H. Title: Measurement and correlation of saturated vapor pressure of 2,4,6,8,10-pentamethylcyclopentasiloxane by means of an inclined ebulliometer Citation: Thermochim. Acta,2009,483, 66-69,,,
347.66,87.01,0.16,Liquid-Gas,Experimental,NIST,Authors: Mejia, A.;Segura, H.;Cartes, M. Title: Vapor-Liquid Equilibria and Interfacial Tensions of the System Ethanol + 2-Methoxy-2-methylpropane Citation: J. Chem. Eng. Data,2010,55, 428-434,,,,,,,,
347.91,87.78,0.12,Liquid-Gas,Experimental,NIST,Authors: Orchilles, A. V.;Miguel, P. J.;Vercher, E.;Martinez-Andreu, A. Title: Using 1-Ethyl-3-methylimidazolium Trifluoromethanesulfonate as an Entrainer for the Extractive Distillation of Ethanol + Water Mixtures Citation: J. Chem. Eng. Data,2010,55, 1669-1674,,,,,,,
347.913521,87.06,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wrewsky, M. Title: Composition and vapor pressure of binary mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1913,81, 1-29,,,,,,,,,
348.110561,88.763,0.069,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D.;Sprake, C. H. S. Title: Thermodynamic Properties of Organic Oxygen Compounds XXV. Vapor Pressures and Normal Boiling Temperatures of Aliphatic Alcohols Citation: J. Chem. Thermodyn.,1970,2, 631-45,,,,,,,,,
348.1235,103.398,0.4269,Liquid-Gas,Experimental - Rejected,NIST,Authors: Ramsay, W.;Young, S. Title: A method for obtaining constant temperature Citation: J. Chem. Soc.,1885,47,640,,,,,,,,,
348.15,88.77,0.07,Liquid-Gas,Experimental,NIST,Authors: Zudkevitch, D.;Lindrud, M.;Chu, Y. -Z. Title: Vapor-Liquid Equilibria for Ethanol + Hept-1-yne and Butyric Acid + Butyric Anhydride Citation: J. Chem. Eng. Data,1999,44, 393-397,,,,,,,,
348.54,90.57,0.26,Liquid-Gas,Experimental,NIST,Authors: Ortega, J.;Gonzalez, C.;Pena, J.;Galvan, S. Title: Thermodynamic study on binary mixtures of propyl ehtanoate and an alkan-1-ol (C2-C4). Isobaric vapor-liquid equilibria and excess properties Citation: Fluid Phase Equilib.,2000,170, 87-111,,,,,,,
348.87,91.55,0.26,Liquid-Gas,Experimental,NIST,Authors: Pokki, J. -P.;Rehak, K.;Kim, Y.;Matous, J.;Aittamaa, J. Title: Vapor-Liquid Equilibrium Data at 343 K and Excess Molar Enthalpy Data at 298 K for the Binary Systems of Ethanol + 2,4,4-Trimethyl-1-pentene and 2-Propanol + 2,4,4-Trimethyl-1-pentene Citation: J. Chem. Eng. Data,2003,48, 75-80,,
349.22339,93.1921,2.3298025,Liquid-Gas,Experimental,NIST,Authors: De Leeuw, H. L. Title: The System Acetaldehyde-Ethyl Alcohol Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1911,77,284,,,,,,,,,
349.61,94.33,0.14,Liquid-Gas,Experimental,NIST,Authors: Ortega, J.;Susial, P.;de Alfonso, C. Title: Isobaric Vapor-Liquid Equilibrium of Methyl Butanoate with Ethanol and 1-Propanol Binary Systems Citation: J. Chem. Eng. Data,1990,35,216,,,,,,,,
349.7903333,95.8348,9.30241,Liquid-Gas,Experimental,NIST,Authors: Ure, A. Title: New Experimental Researches on som of the leading Doctrines of Caloric; particularily on the Relation between the Elasticity, Temperature and latent Heat of different Vapours; and on thermometric Adm Citation: Philos. Mag.,1818,53,38,,,,,,,,,
349.979999999,95,6,Liquid-Gas,Experimental,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
350.03,96.7,0.3,Liquid-Gas,Experimental - Rejected,NIST,Authors: Lakshman, V.;Rao, M. V.;Prasad, D. H. L. Title: Vapor-liquid equilibria in the binary systems formed by ethanol with 1,2- dichloroethane,1,1,1-trichloroethane and 1,1,2,2- tetrachloroethane at 96. 7 kPa Citation: Fluid Phase Equilib.,1991,69, 271-84,
350.03,96.7,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Lakshman, V.;Venkateswara-Rao, K.;Prasad, D. H. L. Title: Vapor-liquid equilibria in the binary systems formed by ethanol with 1,2-dichloroethane, l,l,l-trichloroethane and 1,1,2,2,-tetrachloroethane at 96.7 kPa Citation: Fluid Phase Equilib.,1991,69,271
350.05,95.76,4.81,Liquid-Gas,Experimental,NIST,Authors: Prasad, T. E. V.;Jaiswal, A.;Prasad, S.;Harish, G.;Krupavaram, N.;Sirisha, N. M.;Ashok, K.;Kumar, Y. N.;Venkanna, N.;Prasad, D.H.L. Title: Activity coefficients of the binary mixtures of a-cresol or p-cresol with C l-C4 aliphatic alcohols near ambient pressure Citation: Fluid Phase Equilib.,2006,244, 86-98,
350.1233,98.658553,0.986586,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Liesche, O. Title: Ebullioscopic constants for solvent solutions at various pressures: I benzene, chloroform, and ethanol Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1914,88,23,,,,,,
350.15,101.325,7.851,Liquid-Gas,Experimental - Rejected,NIST,Authors: Dong, H.;Wu, C.;Yang, X.;Qiu, H. Title: Measurement and correlation of saturated vapor pressure of 2,4,6,8,10-pentamethylcyclopentasiloxane by means of an inclined ebulliometer Citation: Thermochim. Acta,2009,483, 66-69,,,
350.4,96.5,0.9,Liquid-Gas,Experimental - Rejected,NIST,Authors: Sapei, E.;Uusi-Kyyny, P.;Pokkia, J.-P.;Pakkanen, M.;Keskinen, K. I.;Alopaeus, V. Title: Vapor-liquid equilibrium measurements of dimethylsulfide, +ethanol,  +dimethylether, +methylacetate with a static total pressure method Citation: Fluid Phase Equilib.,2013,355, 34-39,,
350.62325,99.5915,2.4897875,Liquid-Gas,Experimental - Rejected,NIST,Authors: Alexander, E. R.;Pinkus, A. G. Citation: J. Am. Chem. Soc.,1949,71,1786,,,,,,,,,
350.62325,101.325,2.533125,Liquid-Gas,Experimental - Rejected,NIST,Authors: Ormandy, W. R.;Craven, E. C. Title: Equilibrium Boiling-point and Latent Heat of Vaporization of Motor Fuels Citation: J. Inst. Pet.,1923,9,368,,,,,,,,,
350.629805,99.3652,0.506625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Yoshikawa, Y.;Takagi, A.;Kato, M. Title: Indirect Determination of Vapor-Liquid Equilibria by a Small Ebulliometer Tetrahydrofuran-Alcohol Binary Systems Citation: J. Chem. Eng. Data,1980,25,344,,,,,,,,
350.82323,100.712,0.51262408,Liquid-Gas,Experimental - Rejected,NIST,Authors: Hirobe, H. Title: Thermochemical studies Citation: J. Faculty Sci. Imp. Univ. Tokyo,1926,1, 155-222,,,,,,,,,,
350.873225,101.325,1.2665625,Liquid-Gas,Experimental - Rejected,NIST,Authors: West, P. W.;Senise, P.;Burkhalter, T. S. Citation: Anal. Chem.,1952,24,1250,,,,,,,,
350.92322,100.6581,1.5098715,Liquid-Gas,Experimental - Rejected,NIST,Authors: Dunstan, A. E.;Stubbs, J. A. Title: The relation between viscosity and chemical constitution. part III. the enol-ketonic tautomerism Citation: J. Chem. Soc. Trans.,1908,93,1919,,,,,,,,,
350.92322,101.325,1.519875,Liquid-Gas,Experimental - Rejected,NIST,Authors: Munch, J. C. Title: The Refractometric Determination of Alcohols and Esters in Aqueous and in Cottonseed Oil Solutions Citation: J. Am. Chem. Soc.,1926,48, 994-1003,,,,,,,,,,
351.02321,101.325,2.0265,Liquid-Gas,Experimental - Rejected,NIST,Authors: Adkins, H.;Broderick, A. E. Citation: J. Am. Chem. Soc.,1928,50,178,,,,,,,,,
351.02321,101.325,1.519875,Liquid-Gas,Experimental - Rejected,NIST,Authors: Adkins, H.;Broderick, A. E. Title: Hemiacetal Formation and the Refractive Indices and Densities of Mixtures of Certain Alcohols and Aldehydes Citation: J. Am. Chem. Soc.,1928,50, 499-503,,,,,,,,,
